customer_id,segment,cluster_id,is_whale,confidence,recommended_action
12346.0,Whale,2,True,0.18839066338092644,Dedicated key-account management
12347.0,VIP,1,False,0.385312340379639,Protect with high-touch retention
12348.0,VIP,1,False,0.36493657620072234,Protect with high-touch retention
12349.0,AtRisk,0,False,0.23359528726161077,Win-back sequence
12350.0,LowValue,3,False,0.5522540221368645,Low-cost lifecycle only
12351.0,LowValue,3,False,0.5734405708636524,Low-cost lifecycle only
12352.0,VIP,1,False,0.2555089042493888,Protect with high-touch retention
12353.0,AtRisk,0,False,0.31401978776893247,Win-back sequence
12354.0,LowValue,3,False,0.3153501337678723,Low-cost lifecycle only
12355.0,AtRisk,0,False,0.2757589781913707,Win-back sequence
12356.0,VIP,1,False,0.3310935768975343,Protect with high-touch retention
12357.0,AtRisk,0,False,0.1847992202822169,Win-back sequence
12358.0,AtRisk,0,False,0.26515820451849004,Win-back sequence
12359.0,VIP,1,False,0.3461990482197274,Protect with high-touch retention
12360.0,VIP,1,False,0.42581759661147245,Protect with high-touch retention
12361.0,LowValue,3,False,0.36596968034317034,Low-cost lifecycle only
12362.0,VIP,1,False,0.29476371252588995,Protect with high-touch retention
12363.0,LowValue,3,False,0.3606436520993557,Low-cost lifecycle only
12364.0,VIP,1,False,0.3475440351851185,Protect with high-touch retention
12365.0,LowValue,3,False,0.3164973008082602,Low-cost lifecycle only
12366.0,LowValue,3,False,0.36279874605188356,Low-cost lifecycle only
12367.0,LowValue,3,False,0.3556957064020087,Low-cost lifecycle only
12368.0,LowValue,3,False,0.329598248855951,Low-cost lifecycle only
12369.0,LowValue,3,False,0.2828529224010839,Low-cost lifecycle only
12370.0,VIP,1,False,0.3244128186886766,Protect with high-touch retention
12371.0,VIP,1,False,0.2411889878752376,Protect with high-touch retention
12372.0,VIP,1,False,0.32661359793901873,Protect with high-touch retention
12373.0,AtRisk,0,False,0.2908307863477775,Win-back sequence
12374.0,AtRisk,0,False,0.24772540237757015,Win-back sequence
12375.0,LowValue,3,False,0.2760155589095733,Low-cost lifecycle only
12376.0,LowValue,3,False,0.4403526354591484,Low-cost lifecycle only
12377.0,VIP,1,False,0.2651056079397378,Protect with high-touch retention
12378.0,AtRisk,0,False,0.1713646583075341,Win-back sequence
12379.0,VIP,1,False,0.3087065030184886,Protect with high-touch retention
12380.0,VIP,1,False,0.34746356720337696,Protect with high-touch retention
12381.0,VIP,1,False,0.3371471757105411,Protect with high-touch retention
12383.0,LowValue,3,False,0.35392976308490437,Low-cost lifecycle only
12384.0,VIP,1,False,0.20281897233267004,Protect with high-touch retention
12385.0,LowValue,3,False,0.25770866986260266,Low-cost lifecycle only
12386.0,LowValue,3,False,0.4221194279918428,Low-cost lifecycle only
12387.0,LowValue,3,False,0.4778331940977945,Low-cost lifecycle only
12388.0,VIP,1,False,0.43855406511560024,Protect with high-touch retention
12389.0,LowValue,3,False,0.33338456888678425,Low-cost lifecycle only
12390.0,LowValue,3,False,0.3227351203991714,Low-cost lifecycle only
12391.0,VIP,1,False,0.2589920418403324,Protect with high-touch retention
12392.0,LowValue,3,False,0.4640770168618737,Low-cost lifecycle only
12393.0,VIP,1,False,0.4163505120572456,Protect with high-touch retention
12394.0,VIP,1,False,0.25574238627031437,Protect with high-touch retention
